X               ->    Y              	Std Lift            	Lift                	Confidence          	Interest            
72892002        ->    398254007      	1.0                 	35.49656263693461   	0.11178246263206583 	0.10863335594882448 
72892002        ->    35999006       	1.0                 	35.49656263693461   	0.0870198159598812  	0.08456831616679036 
198992004       ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
79586000        ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
19169002        ->    79586000       	1.0                 	36.111221730214865  	0.1277056277056277  	0.12416917500237358 
19169002        ->    35999006       	1.0                 	36.111221730214865  	0.08852665259987914 	0.0860751528067883  
703151001       ->    84757009       	1.0                 	170.76895509802543  	0.5235518703300307  	0.520486021095142   
84757009        ->    703151001      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
128613002       ->    84757009       	1.0                 	170.76895509802543  	0.5235518703300307  	0.520486021095142   
22298006        ->    399211009      	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
92691004        ->    126906006      	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
44054006        ->    422034002      	1.0                 	94.30883760639537   	0.26461076759889274 	0.26180497787319107 
84757009        ->    128613002      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
126906006       ->    92691004       	1.0                 	251.80075291842232  	0.9101678524556193  	0.906553217304983   
399211009       ->    22298006       	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
47693006        ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
44054006        ->    1551000119108  	1.0                 	94.30883760639537   	0.1514112746746695  	0.14980579125956692 
428251008       ->    47693006       	1.0                 	135.1795561159216   	0.2985741568242078  	0.2963654341045669  
162573006       ->    254637007      	1.0                 	485.4923753079843   	0.8491043484051408  	0.8473553933409825  
254637007       ->    162573006      	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
1551000119108   ->    422034002      	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
74400008        ->    47693006       	1.0                 	135.1795561159216   	0.2985741568242078  	0.2963654341045669  
47693006        ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
424132000       ->    254637007      	1.0                 	571.7699788251902   	1.0                 	0.9982510449358417  
1551000119108   ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
443165006       ->    64859006       	1.0                 	131.835572593624    	1.0                 	0.9924147938198559  
424132000       ->    162573006      	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
1551000119108   ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
109838007       ->    68496003       	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
90781000119102  ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
408512008       ->    162864005      	1.0                 	19.943372897444245  	1.0                 	0.9498580302769072  
162864005       ->    408512008      	1.0                 	19.943372897444245  	0.013102933251633763	0.012445926369246636
90781000119102  ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
44054006        ->    431856006      	1.0                 	94.30883760639537   	0.060978449279486716	0.06033186672341721 
6072007         ->    236077008      	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
97331000119101  ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
314994000       ->    126906006      	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
97331000119101  ->    422034002      	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
431856006       ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
422034002       ->    97331000119101 	1.0                 	356.4058955807587   	0.20976730543605787 	0.20917874248567725 
1551000119108   ->    97331000119101 	1.0                 	622.8653566851773   	0.3665954720205041  	0.36600690907012345 
431856006       ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
431856006       ->    90781000119102 	1.0                 	1499.8228759514502  	1.0                 	0.9993332546022372  
97331000119101  ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
97331000119101  ->    1551000119108  	1.0                 	622.8653566851773   	1.0                 	0.9983945165848974  
236077008       ->    6072007        	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
68496003        ->    93761005       	1.0                 	85.18395317045814   	0.03924661455594892 	0.03878588676514759 
1501000119109   ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
1501000119109   ->    1551000119108  	1.0                 	622.8653566851773   	1.0                 	0.9983945165848974  
1551000119108   ->    1501000119109  	1.0                 	622.8653566851773   	0.25929090132422045 	0.25887461408245743 
1501000119109   ->    422034002      	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
93761005        ->    68496003       	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
1501000119109   ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
1501000119109   ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
422034002       ->    1501000119109  	1.0                 	356.4058955807587   	0.14836722721939774 	0.1479509399776347  
237602007       ->    1501000119109  	1.0                 	97.99904563478728   	0.040795752402715234	0.0403794651609522  
235919008       ->    65275009       	1.0                 	2732.623313343328   	1.0                 	0.9996340512813761  
65275009        ->    235919008      	1.0                 	2732.623313343328   	1.0                 	0.9996340512813761  
254632001       ->    162573006      	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
67811000119102  ->    162573006      	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
162573006       ->    254632001      	1.0                 	485.4923753079843   	0.1498301924485583  	0.14952157752468126 
67811000119102  ->    254632001      	1.0                 	3240.284            	1.0                 	0.999691385076123   
6072007         ->    94260004       	1.0                 	1648.7198100407056  	0.4633649932157395  	0.4630839478917288  
94260004        ->    236077008      	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
94260004        ->    6072007        	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
236077008       ->    94260004       	1.0                 	1648.7198100407056  	0.4633649932157395  	0.4630839478917288  
44054006        ->    431855005      	0.9999999999999999  	94.30883760639536   	0.4180917393216568  	0.41365852023071015 
44054006        ->    127013003      	0.9999999999999999  	94.30883760639536   	0.4476884071094094  	0.4429413609314269  
44054006        ->    80394007       	0.9999999999999999  	94.30883760639536   	0.4556696763511241  	0.4508380011029051  
44054006        ->    368581000119106	0.9999999999999999  	94.30883760639536   	0.3464026078182806  	0.3427295415753902  
44054006        ->    90781000119102 	0.9999999999999999  	94.30883760639536   	0.06287998344242361 	0.06221323804466081 
44054006        ->    97331000119101 	0.9999999999999999  	94.30883760639536   	0.055506687708586654	0.05491812475820604 
44054006        ->    1501000119109  	0.9999999999999999  	94.30883760639536   	0.039259565881044164	0.03884327863928113 
254632001       ->    67811000119102 	0.9999999999999999  	3240.2839999999997  	0.9995555555555555  	0.9992470777938669  
162573006       ->    67811000119102 	0.9999999999999999  	485.4923753079842   	0.14976360125191449 	0.14945512349022583 
68496003        ->    713197008      	0.9999999999999998  	85.18395317045812   	0.3026511035554465  	0.2990981913895856  
64859006        ->    443165006      	0.9999999999999998  	131.83557259362397  	0.3122547512703206  	0.30988623460120557 
68496003        ->    109838007      	0.9999999999999998  	85.18395317045812   	0.09525979412761283 	0.09414151080567082 
90781000119102  ->    302870006      	0.9997942686396885  	95.91982283824676   	0.9997942810121374  	0.98937105199202    
302870006       ->    90781000119102 	0.9997942686396885  	95.91982283824676   	0.06395410043162437 	0.06328735503386157 
431856006       ->    302870006      	0.9997878527751262  	95.91920737821452   	0.9997878659312686  	0.9893646369111511  
302870006       ->    431856006      	0.9997878527751262  	95.91920737821452   	0.062019686282766606	0.061373103726697104
97331000119101  ->    237602007      	0.9997669382120451  	97.97620735801385   	0.9997669540899558  	0.9895627730846969  
237602007       ->    97331000119101 	0.9997669382120451  	97.97620735801385   	0.05766516566973587 	0.05707660271935525 
127013003       ->    302870006      	0.9994510052156844  	95.88688955446815   	0.9994510098529285  	0.989027780832811   
302870006       ->    127013003      	0.9994510052156844  	95.88688955446815   	0.45517949257816614 	0.45043244640018365 
431855005       ->    302870006      	0.999443081500982   	95.88612939514046   	0.999443086538164   	0.9890198575180467  
302870006       ->    431855005      	0.999443081500982   	95.88612939514046   	0.4250842193915149  	0.4206510003005683  
237602007       ->    431856006      	0.9991514111005041  	97.91588988965808   	0.06331070636467505 	0.06266412380860555 
431856006       ->    237602007      	0.9991514111005039  	97.91588988965806   	0.9991514637250742  	0.9889472827198154  
90781000119102  ->    237602007      	0.9989713431984423  	97.89824431238985   	0.9989714050606872  	0.9887672240554283  
237602007       ->    90781000119102 	0.998971343198442   	97.89824431238983   	0.06527320384434437 	0.06460645844658157 
237602007       ->    127013003      	0.998641960270377   	97.86596016150476   	0.4645742321392567  	0.4598271859612742  
127013003       ->    237602007      	0.998641960270377   	97.86596016150476   	0.9986419717414545  	0.9884377907361956  
431855005       ->    237602007      	0.9986386436690672  	97.86563522026019   	0.9986386559821788  	0.9884344749769199  
237602007       ->    431855005      	0.9986386436690671  	97.86563522026017   	0.4338598024060757  	0.42942658331512906 
1551000119108   ->    237602007      	0.9981204143982374  	97.8148526400017    	0.9981204613413072  	0.9879162803360483  
237602007       ->    1551000119108  	0.9981204143982373  	97.81485264000169   	0.15704012366422473 	0.15543464024912215 
302870006       ->    422034002      	0.997897897217531   	95.73788749460506   	0.2686203810927466  	0.26581459136704494 
422034002       ->    302870006      	0.9978978972175309  	95.73788749460505   	0.997897927258506   	0.9874746982383886  
302870006       ->    368581000119106	0.9978714432110379  	95.73534885606364   	0.35164227813454046 	0.3479692118916501  
368581000119106 ->    302870006      	0.9978714432110377  	95.73534885606362   	0.9978714664475895  	0.987448237427472   
237602007       ->    44054006       	0.9973788458061016  	94.0616405725457    	0.9973788561059211  	0.9867753959702595  
44054006        ->    237602007      	0.9973788458061015  	94.06164057254568   	0.9598220060538639  	0.949617825048605   
237602007       ->    422034002      	0.9944269833208959  	97.45290312391685   	0.27343235432488744 	0.27062656459918577 
422034002       ->    237602007      	0.9944269833208957  	97.45290312391684   	0.9944270629644114  	0.9842228819591525  
237602007       ->    368581000119106	0.9937263589377955  	97.3842415096652    	0.3576987700786343  	0.35402570383574394 
368581000119106 ->    237602007      	0.9937263589377955  	97.3842415096652    	0.9937264274244744  	0.9835222464192155  
44054006        ->    302870006      	0.9910121772363532  	93.46120974971087   	0.9741675937184695  	0.9637443646983521  
302870006       ->    44054006       	0.9910121772363532  	93.46120974971087   	0.9910122118117697  	0.9804087516761081  
22298006        ->    53741008       	0.9625076621140524  	102.41690584833985  	0.9625081063553826  	0.953110164693479   
399211009       ->    53741008       	0.9625076621140524  	102.41690584833985  	0.9625081063553826  	0.953110164693479   
53741008        ->    399211009      	0.9625076621140523  	102.41690584833984  	0.34658551892231126 	0.3432014534103582  
53741008        ->    22298006       	0.9625076621140523  	102.41690584833984  	0.34658551892231126 	0.3432014534103582  
15777000        ->    80394007       	0.935416485549854   	19.247810051350932  	0.09299916740753285 	0.08816749215931387 
80394007        ->    15777000       	0.935416485549854   	19.247810051350932  	0.9354170215181968  	0.886818400738866   
713197008       ->    363406005      	0.8388602972167561  	236.10659796827704  	0.2673049453731228  	0.2661728086701534  
363406005       ->    713197008      	0.8388602972167561  	236.10659796827704  	0.8388660043615217  	0.8353130921956607  
363406005       ->    68496003       	0.838860297216756   	71.45792243182119   	0.8388660043615217  	0.8271267041438042  
68496003        ->    363406005      	0.8388602972167559  	71.45792243182117   	0.08090013670300396 	0.07976800000003458 
271737000       ->    1551000119108  	0.8300683744588195  	17.02936586324523   	0.027340364463154104	0.025734881048051533
1551000119108   ->    271737000      	0.8300683744588194  	17.029365863245225  	0.8300726185390859  	0.781329017326627   
422034002       ->    271737000      	0.8287519523955932  	17.00232192682767   	0.8287543996871334  	0.7800107984746745  
271737000       ->    422034002      	0.8287519523955932  	17.00232192682767   	0.047704940175365536	0.044899150449663854
368581000119106 ->    271737000      	0.8268400380628403  	16.96308659618223   	0.8268419283767131  	0.7780983271642542  
271737000       ->    368581000119106	0.8268400380628403  	16.96308659618223   	0.062306540751663045	0.058633474508772675
1501000119109   ->    271737000      	0.8253538533182886  	16.932903087227842  	0.8253706754530478  	0.7766270742405889  
271737000       ->    1501000119109  	0.8253538533182884  	16.93290308722784   	0.007048951521222831	0.006632664279459797
97331000119101  ->    271737000      	0.8196101761228638  	16.814975611942117  	0.8196224656257283  	0.7708788644132694  
271737000       ->    97331000119101 	0.8196101761228638  	16.814975611942117  	0.009896671656742793	0.009308108706362174
271737000       ->    15777000       	0.8161549645249677  	16.743841158817425  	0.81372758686672    	0.7651289660873891  
15777000        ->    271737000      	0.8161549645249677  	16.743841158817425  	0.816155116210152   	0.7674115149976931  
80394007        ->    271737000      	0.8092018458815682  	16.601223733103133  	0.8092034292851871  	0.7604598280727282  
271737000       ->    80394007       	0.8092018458815682  	16.601223733103133  	0.08021172180137996 	0.07538004655316098 
271737000       ->    302870006      	0.8069789395356198  	16.555602417523733  	0.17256283556385985 	0.1621396065437424  
302870006       ->    271737000      	0.8069789395356198  	16.555602417523733  	0.806979682071797   	0.7582360808593381  
271737000       ->    237602007      	0.8067604477359773  	16.55112029072155   	0.16889062728633658 	0.15868644628107764 
237602007       ->    271737000      	0.8067604477359771  	16.551120290721546  	0.8067612070703676  	0.7580176058579087  
271737000       ->    44054006       	0.8005063213853788  	16.42281357685516   	0.1741386490775863  	0.16353518894192468 
44054006        ->    271737000      	0.8005063213853786  	16.422813576855155  	0.8005070757767832  	0.7517634745643242  
271737000       ->    431855005      	0.7972816663574331  	16.356680262842897  	0.07251274720574497 	0.06807952811479834 
431855005       ->    271737000      	0.7972816663574331  	16.356680262842897  	0.7972834998917113  	0.7485398986792524  
127013003       ->    271737000      	0.7957739402345488  	16.325746261972434  	0.7957756652893756  	0.7470320640769167  
271737000       ->    127013003      	0.7957739402345488  	16.325746261972434  	0.07749907139560798 	0.0727520252176255  
233604007       ->    26929004       	0.7885403295695772  	165.4579868089688   	0.7885458612975391  	0.7837800238997472  
26929004        ->    233604007      	0.7885403295695771  	165.45798680896877  	0.2536119265526967  	0.25207913909744073 
90781000119102  ->    271737000      	0.782541952150677   	16.054518139074876  	0.7825550298292533  	0.7338114286167944  
271737000       ->    90781000119102 	0.782541952150677   	16.054518139074876  	0.010704276082527605	0.010037530684764803
431856006       ->    271737000      	0.7821248000543674  	16.045968946851183  	0.7821383114128129  	0.733394710200354   
271737000       ->    431856006      	0.7821248000543674  	16.045968946851183  	0.010375043616266897	0.009728461060197395
196416002       ->    124171000119105	0.7724583436032152  	102.19986828107784  	0.771127846837855   	0.7635825548545322  
124171000119105 ->    196416002      	0.7724583436032152  	102.19986828107784  	0.7724595528085803  	0.7649012304173605  
82423001        ->    196416002      	0.7724002885844463  	102.1921874869557   	0.7724014988903846  	0.7648431764991648  
196416002       ->    82423001       	0.7724002885844463  	102.1921874869557   	0.7705652844569458  	0.7630249303124051  
82423001        ->    124171000119105	0.7723639075564067  	102.36384751749281  	0.7723651180558082  	0.7648198260724854  
124171000119105 ->    82423001       	0.7723639075564067  	102.36384751749281  	0.7718596618796583  	0.7643193077351176  
713197008       ->    109838007      	0.764127443419511   	215.07311895795712  	0.24051268192873412 	0.2393943986067921  
109838007       ->    713197008      	0.7641274434195109  	215.0731189579571   	0.764135900895376   	0.760582988729515   
94260004        ->    271737000      	0.7539912557525549  	15.469237716610293  	0.7540263543191801  	0.7052827531067212  
271737000       ->    94260004       	0.7539912557525548  	15.46923771661029   	0.004347556926263183	0.004066511602252489
271737000       ->    254632001      	0.7217416245962155  	14.807641614983737  	0.004569859189806738	0.004261244265929695
254632001       ->    271737000      	0.7217416245962153  	14.807641614983734  	0.7217777777777777  	0.6730341765653188  
271737000       ->    67811000119102 	0.7216178831336263  	14.805103655132125  	0.004567045237103655	0.004258567475415002
67811000119102  ->    271737000      	0.7216178831336263  	14.805103655132125  	0.7216540684748777  	0.6729104672624188  
271737000       ->    162573006      	0.7191128645443796  	14.75308173111816   	0.030387875240592957	0.028328110657543377
162573006       ->    271737000      	0.7191128645443796  	14.75308173111816   	0.7191183325564361  	0.6703747313439772  
254637007       ->    271737000      	0.7187607077025475  	14.745877153891888  	0.7187671555172144  	0.6700235543047555  
271737000       ->    254637007      	0.7187607077025475  	14.745877153891888  	0.02578987652375539 	0.02404092145959709 
271737000       ->    424132000      	0.7187509046088802  	14.745676084514923  	0.02578143466564614 	0.024033028250241402
424132000       ->    271737000      	0.7187509046088801  	14.74567608451492   	0.7187573546716874  	0.6700137534592285  
236077008       ->    271737000      	0.7154945339435369  	14.679123507110273  	0.715513342379014   	0.6667697411665551  
271737000       ->    6072007        	0.7154945339435369  	14.679123507110273  	0.008903346352554506	0.008296815155494824
271737000       ->    236077008      	0.7154945339435369  	14.679123507110273  	0.008903346352554506	0.008296815155494824
6072007         ->    271737000      	0.7154945339435369  	14.679123507110273  	0.715513342379014   	0.6667697411665551  
15777000        ->    1501000119109  	0.710021492302064   	14.610485071537786  	0.006082158531250441	0.005665871289487407
1501000119109   ->    15777000       	0.710021492302064   	14.610485071537786  	0.7100494233937397  	0.6614508026144088  
55680006        ->    196416002      	0.7079711256555179  	93.66797130947563   	0.7079727248885392  	0.7004144024973195  
196416002       ->    55680006       	0.7079711256555178  	93.66797130947562   	0.6858361310225932  	0.6785141390819691  
82423001        ->    55680006       	0.7078212615850351  	93.87130207289097   	0.6873249172336013  	0.6800029252929772  
55680006        ->    82423001       	0.7078212615850351  	93.87130207289097   	0.7078228616387546  	0.700282507494214   
55680006        ->    124171000119105	0.7075215334440697  	93.77014656331606   	0.7075231351391855  	0.6999778431558628  
124171000119105 ->    55680006       	0.7075215334440697  	93.77014656331606   	0.6865842574077441  	0.67926226546712    
15777000        ->    97331000119101 	0.7014478496297007  	14.433911456425845  	0.008495265512326601	0.007906702561945983
97331000119101  ->    15777000       	0.7014478496297007  	14.433911456425845  	0.7014681892332789  	0.6528695684539481  
92691004        ->    271737000      	0.6959705203030413  	14.278261671349929  	0.6959738929154176  	0.6472302917029586  
271737000       ->    92691004       	0.6959705203030413  	14.278261671349929  	0.05161070652724469 	0.04799607137660838 
126906006       ->    271737000      	0.6950994980629885  	14.260386167835867  	0.6951025765006562  	0.6463589752881973  
271737000       ->    126906006      	0.6950994980629885  	14.260386167835867  	0.056633612102247786	0.05266221809960961 
1551000119108   ->    15777000       	0.6898683757091577  	14.195384771270781  	0.6898761213156771  	0.6412775005363462  
15777000        ->    1551000119108  	0.6898683757091577  	14.195384771270781  	0.022790454821274855	0.021184971406172284
271737000       ->    314994000      	0.6836542109658312  	14.025912168611129  	0.00923820672422138 	0.008579553895573576
314994000       ->    271737000      	0.6836542109658311  	14.025912168611127  	0.6836734693877551  	0.6349298681752962  
95417003        ->    444814009      	0.6834474679607025  	6.626802335158603   	0.6834733893557423  	0.5803356534179185  
444814009       ->    95417003       	0.6834474679607025  	6.626802335158603   	0.0032449397558315823	0.0027552707432800076
363406005       ->    271737000      	0.6802649055300899  	13.956216052681187  	0.6802762297068088  	0.6315326284943499  
271737000       ->    363406005      	0.6802649055300898  	13.956216052681185  	0.015800344427810857	0.014668207724841474
444814009       ->    69896004       	0.6780932480496781  	6.574917678622732   	0.002939064287044179	0.0024920527150818312
69896004        ->    444814009      	0.6780932480496781  	6.574917678622733   	0.6781221233507211  	0.5749843874128973  
444814009       ->    275272006      	0.675830039061078   	6.552820625065981   	0.006529776311939782	0.005533293013287909
275272006       ->    444814009      	0.6758300390610779  	6.55282062506598    	0.6758430832759807  	0.5727053473381569  
97331000119101  ->    444814009      	0.674645744014881   	6.541426408515577   	0.6746679095781869  	0.5715301736403631  
444814009       ->    97331000119101 	0.6746457440148809  	6.541426408515576   	0.003850041226693619	0.0032614782763130006
408512008       ->    444814009      	0.6740928446630542  	6.536043560920194   	0.6741127348643007  	0.5709749989264769  
444814009       ->    408512008      	0.6740928446630542  	6.536043560920193   	0.004294225603106631	0.0036372187207195043
235919008       ->    444814009      	0.6723778952759831  	6.519571008508566   	0.6724137931034483  	0.5692760571656245  
65275009        ->    444814009      	0.6723778952759831  	6.519571008508566   	0.6724137931034483  	0.5692760571656245  
444814009       ->    235919008      	0.672377895275983   	6.519571008508565   	0.0023858286565417454	0.0020198799379177674
444814009       ->    65275009       	0.672377895275983   	6.519571008508565   	0.0023858286565417454	0.0020198799379177674
83664006        ->    444814009      	0.6716923484687317  	6.512690379035877   	0.6717041405578081  	0.5685664046199843  
444814009       ->    83664006       	0.6716923484687316  	6.5126903790358766  	0.00727052690374232 	0.006154163852437763
444814009       ->    87433001       	0.6710932620688579  	6.5068156663684     	0.017252706332952096	0.014601224069188934
87433001        ->    444814009      	0.6710932620688579  	6.506815666368401   	0.6710982359939993  	0.5679605000561755  
444814009       ->    422034002      	0.6708009270430844  	6.503978640794705   	0.01824879644652499 	0.015443006720823304
422034002       ->    444814009      	0.6708009270430844  	6.503978640794705   	0.6708056315995307  	0.5676678956617068  
444814009       ->    1551000119108  	0.6707307768548468  	6.503332600121455   	0.010440992632390882	0.00883550921728831 
1551000119108   ->    444814009      	0.6707307768548468  	6.503332600121455   	0.6707390004271678  	0.567601264489344   
443165006       ->    444814009      	0.6706569215598502  	6.502590841326756   	0.6706624971044707  	0.5675247611666469  
444814009       ->    443165006      	0.6706569215598502  	6.5025908413267555  	0.01540149480011703 	0.013032978131002019
301011002       ->    444814009      	0.6703213242850028  	6.499314075293674   	0.6703245388746206  	0.5671868029367968  
444814009       ->    301011002      	0.6703213242850028  	6.4993140752936736  	0.026726866505306274	0.022614606935191774
444814009       ->    185086009      	0.6702877750691134  	6.499013492003694   	0.01491076415671463 	0.012616452231518499
185086009       ->    444814009      	0.6702877750691134  	6.499013492003695   	0.6702935373946315  	0.5671558014568077  
444814009       ->    156073000      	0.6701471131495612  	6.497619778679094   	0.0320690480623454  	0.027133541037515342
156073000       ->    444814009      	0.6701471131495612  	6.497619778679094   	0.6701497929577857  	0.5670120570199618  
201834006       ->    444814009      	0.6700976778891294  	6.497151259353134   	0.6701014709352631  	0.5669637349974392  
444814009       ->    201834006      	0.6700976778891293  	6.497151259353133   	0.02265872277043381 	0.019171236968434834
444814009       ->    368581000119106	0.6697376097968     	6.4936583011189075  	0.023851637098704685	0.020178570855814315
368581000119106 ->    444814009      	0.6697376097968     	6.493658301118908   	0.6697412151312596  	0.5666034791934358  
444814009       ->    88805009       	0.6696463652091624  	6.492755242043916   	0.05028193738862143 	0.042537623069945116
88805009        ->    444814009      	0.6696463652091624  	6.492755242043916   	0.6696480756628469  	0.5665103397250231  
444814009       ->    254637007      	0.669273258332862   	6.489194615653075   	0.011349309785355215	0.009600354721196915
254637007       ->    444814009      	0.669273258332862   	6.489194615653075   	0.669280840718375   	0.5661431047805512  
424132000       ->    444814009      	0.6692479257548227  	6.488949025447962   	0.6692555111006512  	0.5661177751628274  
444814009       ->    424132000      	0.6692479257548227  	6.488949025447962   	0.011345320105327553	0.009596913689922812
79586000        ->    444814009      	0.6691580996523839  	6.488040916811914   	0.6691618508319436  	0.5660241148941197  
444814009       ->    79586000       	0.6691580996523838  	6.488040916811912   	0.022944649839082905	0.019408197135828774
162573006       ->    444814009      	0.6691019023046523  	6.487522125561384   	0.6691083438769395  	0.5659706079391157  
444814009       ->    162573006      	0.6691019023046522  	6.487522125561383   	0.01336276830598186 	0.01130300372293228 
444814009       ->    239873007      	0.669014807236853   	6.486630595090209   	0.05427294730962577 	0.045906053817848166
239873007       ->    444814009      	0.669014807236853   	6.486630595090209   	0.669016393442623   	0.5658786575047992  
444814009       ->    40275004       	0.6689777971799823  	6.486408688443642   	0.005480490464664734	0.004635571384183586
40275004        ->    444814009      	0.6689777971799823  	6.486408688443642   	0.6689935064935065  	0.5658557705556827  
254632001       ->    444814009      	0.6688458631376686  	6.485394339973934   	0.6688888888888889  	0.565751152951065   
444814009       ->    254632001      	0.6688458631376686  	6.485394339973934   	0.0020014894805436604	0.0016928745566666176
444814009       ->    80394007       	0.6687646388552506  	6.484216292358207   	0.031329627363885414	0.02649795211566643 
80394007        ->    444814009      	0.6687646388552506  	6.484216292358208   	0.6687673877249759  	0.5656296517871521  
