X, Y                                     ->    Z              	Std Lift            	Lift                	Confidence          	Interest            
431855005           59621000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
703151001           162864005            ->    128613002      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
1551000119108       422034002            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
162864005           74400008             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
156073000           15777000             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
429007001           40055000             ->    410429000      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
410429000           40055000             ->    429007001      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
271737000           22298006             ->    399211009      	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
444814009           92691004             ->    126906006      	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
80394007            40055000             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
422034002           15777000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
431855005           80394007             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
399211009           271737000            ->    22298006       	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
127013003           80394007             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
237602007           40055000             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
162864005           79586000             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
444814009           428251008            ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
431855005           271737000            ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
444814009           443165006            ->    64859006       	1.0                 	131.835572593624    	1.0                 	0.9924147938198559  
128613002           15777000             ->    703151001      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
444814009           80394007             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
1551000119108       237602007            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
431855005           80394007             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
444814009           198992004            ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
127013003           40055000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
422034002           271737000            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
431855005           302870006            ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
156073000           59621000             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
428251008           59621000             ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
237602007           15777000             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
237602007           195662009            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
428251008           15777000             ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
80394007            40055000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
271737000           80394007             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
195662009           74400008             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
703151001           10509002             ->    128613002      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
74400008            19169002             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
431855005           59621000             ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
368581000119106     127013003            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
237602007           127013003            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
422034002           237602007            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
1551000119108       44054006             ->    422034002      	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
162864005           80394007             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
80394007            15777000             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
422034002           302870006            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
428251008           19169002             ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
444814009           156073000            ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
368581000119106     59621000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
162864005           92691004             ->    126906006      	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
195662009           22298006             ->    399211009      	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
444814009           431855005            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
302870006           162864005            ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
431855005           195662009            ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
162864005           156073000            ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
1551000119108       44054006             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
431855005           237602007            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
128613002           84757009             ->    703151001      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
80394007            15777000             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
410429000           15777000             ->    429007001      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
195662009           80394007             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
368581000119106     237602007            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
410429000           59621000             ->    429007001      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
713197008           15777000             ->    68496003       	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
198992004           195662009            ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
431855005           127013003            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
127013003           15777000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
368581000119106     237602007            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
127013003           80394007             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
444814009           237602007            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
92691004            15777000             ->    126906006      	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
431855005           10509002             ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
444814009           410429000            ->    429007001      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
444814009           399211009            ->    22298006       	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
444814009           84757009             ->    128613002      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
431855005           15777000             ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
237602007           10509002             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
74400008            47693006             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
703151001           271737000            ->    128613002      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
1551000119108       237602007            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
271737000           74400008             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
429007001           195662009            ->    410429000      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
80394007            10509002             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
195662009           156073000            ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
431855005           15777000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
368581000119106     195662009            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
156073000           10509002             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
431855005           40055000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
444814009           47693006             ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
1551000119108       422034002            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
271737000           80394007             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
444814009           398254007            ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
431855005           80394007             ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
444814009           80394007             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
237602007           80394007             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
74400008            59621000             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
398254007           10509002             ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
422034002           10509002             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
237602007           72892002             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
84757009            10509002             ->    703151001      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
399211009           10509002             ->    22298006       	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
1551000119108       444814009            ->    422034002      	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
271737000           198992004            ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
162864005           127013003            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
1551000119108       15777000             ->    422034002      	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
443165006           162864005            ->    64859006       	1.0                 	131.835572593624    	1.0                 	0.9924147938198559  
237602007           68496003             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
703151001           59621000             ->    128613002      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
195662009           35999006             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
424132000           271737000            ->    254637007      	1.0                 	571.7699788251902   	1.0                 	0.9982510449358417  
368581000119106     431855005            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
80394007            55822004             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
443165006           271737000            ->    64859006       	1.0                 	131.835572593624    	1.0                 	0.9924147938198559  
1551000119108       271737000            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
92691004            59621000             ->    126906006      	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
237602007           43878008             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
80394007            19169002             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
22298006            10509002             ->    399211009      	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
422034002           195662009            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
1551000119108       271737000            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
713197008           55822004             ->    68496003       	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
237602007           53741008             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
1551000119108       15777000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
195662009           84757009             ->    128613002      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
399211009           15777000             ->    22298006       	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
80394007            19169002             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
443165006           195662009            ->    64859006       	1.0                 	131.835572593624    	1.0                 	0.9924147938198559  
198992004           10509002             ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
431855005           55822004             ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
428251008           72892002             ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
713197008           19169002             ->    68496003       	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
237602007           230690007            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
422034002           127013003            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
271737000           79586000             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
431855005           55822004             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
428251008           55822004             ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
79586000            72892002             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
444814009           254637007            ->    162573006      	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
1551000119108       444814009            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
162864005           22298006             ->    399211009      	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
156073000           40055000             ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
92691004            55822004             ->    126906006      	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
444814009           424132000            ->    254637007      	1.0                 	571.7699788251902   	1.0                 	0.9982510449358417  
431855005           162864005            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
195662009           84757009             ->    703151001      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
127013003           55822004             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
22298006            15777000             ->    399211009      	1.0                 	295.5025535019455   	1.0                 	0.996615934488047   
368581000119106     431855005            ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
195662009           35999006             ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
431855005           55822004             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
74400008            55822004             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
410429000           55822004             ->    429007001      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
398254007           271737000            ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
429007001           53741008             ->    410429000      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
443165006           15777000             ->    64859006       	1.0                 	131.835572593624    	1.0                 	0.9924147938198559  
198992004           19169002             ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
80394007            55822004             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
1551000119108       444814009            ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
444814009           424132000            ->    162573006      	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
368581000119106     422034002            ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
127013003           55822004             ->    302870006      	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
195662009           47693006             ->    74400008       	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
128613002           59621000             ->    703151001      	1.0                 	170.76895509802543  	1.0                 	0.9941441346910744  
410429000           19169002             ->    429007001      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
74400008            72892002             ->    428251008      	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
79586000            40055000             ->    19169002       	1.0                 	36.111221730214865  	1.0                 	0.9723077771372304  
431855005           162864005            ->    127013003      	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
127013003           55822004             ->    237602007      	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
713197008           40055000             ->    68496003       	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
398254007           19169002             ->    72892002       	1.0                 	35.49656263693461   	1.0                 	0.9718282581266197  
429007001           19169002             ->    410429000      	1.0                 	168.9329425122228   	1.0                 	0.9940804914356616  
368581000119106     40055000             ->    44054006       	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
